StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5,Q6,Q7,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,QTMC_First Click,QTMC_Last Click,QTMC_Page Submit,QTMC_Click Count,QTME_First Click,QTME_Last Click,QTME_Page Submit,QTME_Click Count,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_11,Q32_12,Q32_13,Q32_14,Q32_15,Q32_16,Q33,Q34,Q35,Q36,Q37,SC0,SC1,SC2,SC3,SC4,SC5,SC6,SC7,KeyResponses,PlayerScore
3/11/25 17:57,3/11/25 18:06,IP Address,70.95.132.68,100,506,True,3/11/25 18:06,R_5dcxGnu53kttCCu,,,,,32.9167,-117.0903,anonymous,EN,3-5 hours ago,8+ hours,Somewhat uncomfortable,3-5 days a week,Fairly Often,Very Often,Very Often,Sometimes,Sometimes,Fairly Often,Almost Never,Almost Never,Very Often,Fairly Often,Somewhat typical of me,Very typical of me,Rarely typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Often typical of me,Very typical of me,85.349,263.32,265.307,5,,,,,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,22-25 years old,Man,"White or European American,Middle Eastern",Comfortable income/Middle class,Secure,141,31,46,64,10,19,10,25,,0
3/11/25 17:55,3/11/25 18:07,IP Address,97.190.157.50,100,688,True,3/11/25 18:07,R_7zpVAIhLvWWWMY7,,,,,34.0472,-117.4731,anonymous,EN,≤ 2 hours ago,5-7 hours,Very uncomfortable,3-5 days a week,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Rarely typical of me,Often typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,Often typical of me,Not at all typical,Often typical of me,Very typical of me,Often typical of me,0,0,410.601,0,,,,,Corresponds completely,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds completely,Corresponds not at all,22-25 years old,Man,"White or European American,East Asian",Comfortable income/Middle class,Secure,135,17,36,82,28,28,22,4,i,250
3/11/25 17:54,3/11/25 18:07,IP Address,162.119.17.13,100,800,True,3/11/25 18:07,R_6oTUn9heXbD297S,,,,,34.1371,-117.6599,anonymous,EN,≤ 2 hours ago,5-7 hours,Very comfortable,1-2 days a week,Almost Never,Almost Never,Sometimes,Very Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Almost Never,Almost Never,Somewhat typical of me,Somewhat typical of me,Often typical of me,Rarely typical of me,Not at all typical,Somewhat typical of me,Rarely typical of me,Not at all typical,Rarely typical of me,Rarely typical of me,,,,,0,0,273.621,0,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,22-25 years old,Woman,Hispanic/Latino,Comfortable income/Middle class,Secure,95,10,21,64,19,16,13,16,i,50
3/11/25 18:06,3/11/25 18:12,IP Address,107.214.109.49,100,381,True,3/11/25 18:12,R_7geyBz63xLmrRij,,,,,34.1147,-117.3845,anonymous,EN,3-5 hours ago,5-7 hours,Somewhat uncomfortable,3-5 days a week,Sometimes,,Very Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Almost Never,Sometimes,Fairly Often,Often typical of me,Very typical of me,Not at all typical,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Often typical of me,1.221,98.982,99.217,6,,,,,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,31-40 years old,Man,"White or European American,Hispanic/Latino",Comfortable income/Middle class,Secure,130,20,46,64,16,16,16,16,,50
3/11/25 18:27,3/11/25 18:42,IP Address,50.175.221.122,100,898,True,3/11/25 18:42,R_3C3i1D3n44eQYKd,,,,,37.8657,-122.2571,anonymous,EN,6-8 hours ago,5-7 hours,Somewhat uncomfortable,3-5 days a week,Almost Never,Almost Never,Sometimes,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Almost Never,Almost Never,Rarely typical of me,Somewhat typical of me,Not at all typical,Often typical of me,Often typical of me,Very typical of me,Very typical of me,Often typical of me,Somewhat typical of me,Somewhat typical of me,0,0,609.453,0,,,,,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,22-25 years old,Woman,White or European American,High income/Upper class,Secure,103,14,40,49,19,10,10,10,,500
3/11/25 18:31,3/11/25 18:45,IP Address,137.110.203.241,100,860,True,3/11/25 18:45,R_5WNDNXUWOCwyvPb,,,,,32.8595,-117.2124,anonymous,EN,≤ 2 hours ago,5-7 hours,Very comfortable,6-7 days a week,Sometimes,Fairly Often,Fairly Often,Very Often,Fairly Often,Almost Never,Fairly Often,Very Often,Sometimes,Sometimes,Somewhat typical of me,Often typical of me,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Often typical of me,Somewhat typical of me,Very typical of me,Very typical of me,,,,,0,0,610.601,0,Somewhat corresponds,Corresponds not at all,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,18-21 years old,Man,Hispanic/Latino,Comfortable income/Middle class,Secure,123,15,35,73,16,13,28,16,,850
3/11/25 18:41,3/11/25 18:45,IP Address,68.7.4.51,100,243,True,3/11/25 18:45,R_5NEChZ2KZjJO8Tp,,,,,33.1097,-117.067,anonymous,EN,3-5 hours ago,8+ hours,Somewhat comfortable,3-5 days a week,Sometimes,Sometimes,Fairly Often,Fairly Often,Almost Never,Almost Never,Sometimes,Sometimes,Almost Never,Sometimes,Often typical of me,Somewhat typical of me,Somewhat typical of me,Often typical of me,Often typical of me,Often typical of me,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,38.8,38.8,40.077,1,,,,,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds completely,Corresponds completely,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds completely,26-30 years old,Man,South Asian,Low income/Lower class,Not very secure,138,19,31,88,22,19,22,25,i,0
3/11/25 18:40,3/11/25 18:46,IP Address,128.54.156.104,100,359,True,3/11/25 18:46,R_3g0esC5cG8cxnmu,,,,,33.8439,-118.0336,anonymous,EN,3-5 hours ago,5-7 hours,Somewhat uncomfortable,1-2 days a week,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Rarely typical of me,Somewhat typical of me,Often typical of me,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Somewhat typical of me,1.623,6.946,7.968,8,,,,,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,18-21 years old,Non-binary,"White or European American,Hispanic/Latino",High income/Upper class,Secure,80,22,27,31,10,7,7,7,,0
3/11/25 17:40,3/11/25 18:53,IP Address,128.54.151.228,100,4351,True,3/11/25 18:53,R_5ToSpgAt9NOes0J,,,,,32.8595,-117.2124,anonymous,EN,3-5 hours ago,8+ hours,Somewhat uncomfortable,3-5 days a week,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Rarely typical of me,Often typical of me,Rarely typical of me,Often typical of me,Often typical of me,Often typical of me,Often typical of me,Often typical of me,Often typical of me,Often typical of me,,,,,587.712,590.82,607.944,2,Corresponds not at all,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,18-21 years old,Woman,White or European American,Low income/Lower class,Not very secure,87,19,40,28,7,7,4,10,u,0
3/11/25 18:49,3/11/25 18:57,IP Address,70.113.36.165,100,479,True,3/11/25 18:57,R_7IcRw416DE9Wx7D,,,,,30.3471,-97.7649,anonymous,EN,≤ 2 hours ago,2-4 hours,Somewhat comfortable,3-5 days a week,Almost Never,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Almost Never,Almost Never,Often typical of me,Rarely typical of me,Often typical of me,Rarely typical of me,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Somewhat typical of me,Not at all typical,,,,,4.16,4.16,190.127,1,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,26-30 years old,Man,East Asian,Comfortable income/Middle class,Secure,69,14,21,34,13,13,4,4,i,350
3/11/25 18:59,3/11/25 19:05,IP Address,128.54.139.240,100,345,True,3/11/25 19:05,R_5gtqehrDlPfIeRN,,,,,32.8509,-117.2722,anonymous,EN,3-5 hours ago,5-7 hours,Somewhat uncomfortable,3-5 days a week,Fairly Often,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all typical,Very typical of me,Not at all typical,Very typical of me,Often typical of me,Often typical of me,Very typical of me,Often typical of me,Very typical of me,Very typical of me,,,,,0,0,114.25,0,Corresponds not at all,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds not at all,Somewhat corresponds,18-21 years old,Woman,"East Asian,Other",Comfortable income/Middle class,Secure,116,23,47,46,10,7,10,19,i,0
3/11/25 19:03,3/11/25 19:09,IP Address,172.56.240.23,100,368,True,3/11/25 19:09,R_348Zg8EErGBlupu,,,,,32.7405,-117.0935,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat comfortable,3-5 days a week,Sometimes,Sometimes,Sometimes,Almost Never,Almost Never,Fairly Often,Sometimes,Sometimes,Almost Never,Sometimes,Often typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Often typical of me,Somewhat typical of me,0,0,179.514,0,,,,,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,22-25 years old,Man,White or European American,Comfortable income/Middle class,Secure,77,22,27,28,10,7,7,4,,0
3/11/25 19:29,3/11/25 19:44,IP Address,128.54.194.125,100,879,True,3/11/25 19:44,R_3119Rd6lWL4aAUV,,,,,32.8509,-117.2722,anonymous,EN,≤ 2 hours ago,5-7 hours,Neither comfortable nor uncomfortable,3-5 days a week,Almost Never,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Almost Never,Fairly Often,Sometimes,Sometimes,Not at all typical,Often typical of me,Rarely typical of me,Often typical of me,Often typical of me,Somewhat typical of me,Often typical of me,Often typical of me,Often typical of me,Somewhat typical of me,,,,,0,0,633.964,0,Corresponds completely,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds not at all,18-21 years old,Woman,White or European American,Comfortable income/Middle class,Somewhat Secure,123,20,39,64,28,10,16,10,u,0
3/11/25 19:26,3/11/25 19:49,IP Address,76.90.121.226,100,1408,True,3/11/25 19:49,R_5kUGREbBrRW3G7f,,,,,33.1602,-117.325,anonymous,EN,3-5 hours ago,8+ hours,Very comfortable,3-5 days a week,Sometimes,Almost Never,Fairly Often,Fairly Often,Fairly Often,Almost Never,Fairly Often,Very Often,Almost Never,Almost Never,Somewhat typical of me,Often typical of me,Not at all typical,Rarely typical of me,Somewhat typical of me,Very typical of me,Rarely typical of me,Rarely typical of me,Often typical of me,Somewhat typical of me,0,0,607.264,0,,,,,Corresponds completely,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,22-25 years old,Woman,White or European American,Comfortable income/Middle class,Secure,121,12,33,76,28,16,19,13,,150
3/11/25 19:40,3/11/25 19:53,IP Address,69.166.44.31,100,809,True,3/11/25 19:53,R_5S0TnOlbCdTxEi0,,,,,46.7314,-117.1733,anonymous,EN,≥ 8 hours ago,5-7 hours,Somewhat comfortable,3-5 days a week,Sometimes,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Often typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Often typical of me,Somewhat typical of me,,,,,1.333,625.409,628.161,8,Corresponds not at all,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,18-21 years old,Man,Hispanic/Latino,Comfortable income/Middle class,Not very secure,91,21,27,43,10,7,10,16,,950
3/11/25 19:57,3/11/25 20:05,IP Address,137.110.201.252,100,439,True,3/11/25 20:05,R_4oZgUUtPYoocRl7,,,,,32.8595,-117.2124,anonymous,EN,3-5 hours ago,5-7 hours,Neither comfortable nor uncomfortable,1-2 days a week,Sometimes,Very Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Almost Never,Sometimes,Fairly Often,Not at all typical,Often typical of me,Not at all typical,Very typical of me,Often typical of me,Often typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Often typical of me,10.367,10.367,274.662,1,,,,,Corresponds completely,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds not at all,22-25 years old,Non-binary,East Asian,Comfortable income/Middle class,Secure,133,23,40,70,25,16,22,7,i,500
3/11/25 19:56,3/11/25 20:05,IP Address,72.181.245.69,100,563,True,3/11/25 20:05,R_1mSAN2WC4tNnR8l,,,,,32.7212,-96.6765,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat comfortable,1-2 days a week,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Rarely typical of me,Somewhat typical of me,0,0,4.837,0,,,,,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,31-40 years old,Woman,Other,Comfortable income/Middle class,Not very secure,84,19,25,40,10,19,4,7,,0
3/11/25 19:41,3/11/25 20:14,IP Address,66.146.162.131,100,1991,True,3/11/25 20:14,R_3ZTxQOe8mrP5OMb,,,,,34.0544,-118.244,anonymous,EN,3-5 hours ago,8+ hours,Somewhat comfortable,3-5 days a week,Sometimes,Almost Never,Almost Never,Fairly Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Sometimes,Almost Never,Often typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Rarely typical of me,Rarely typical of me,Rarely typical of me,Rarely typical of me,14.914,78.78,451.76,3,,,,,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds completely,26-30 years old,Woman,Hispanic/Latino,Comfortable income/Middle class,Somewhat Secure,110,12,22,76,7,16,25,28,i,150
3/11/25 19:52,3/11/25 20:15,IP Address,167.187.100.206,100,1358,True,3/11/25 20:15,R_3auWC2z1Ii9NSCZ,,,,,37.751,-97.822,anonymous,EN,≥ 8 hours ago,5-7 hours,Very comfortable,1-2 days a week,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Very Often,Fairly Often,Fairly Often,Not at all typical,Somewhat typical of me,Somewhat typical of me,Often typical of me,Very typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,Very typical of me,Not at all typical,,,,,0,0,611.587,0,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,31-40 years old,Man,Black or African American,Comfortable income/Middle class,Secure,117,19,34,64,28,28,4,4,,0
3/11/25 20:27,3/11/25 20:37,IP Address,71.218.234.55,100,543,True,3/11/25 20:37,R_7h0i6kEiIP9zXFA,,,,,39.7628,-105.0263,anonymous,EN,3-5 hours ago,5-7 hours,Somewhat comfortable,1-2 days a week,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Somewhat typical of me,Often typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Often typical of me,Somewhat typical of me,Often typical of me,Somewhat typical of me,0,0,352.918,0,,,,,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,22-25 years old,Man,"East Asian,Other",Comfortable income/Middle class,Somewhat Secure,100,18,33,49,22,10,7,10,"u,i",700
3/11/25 20:39,3/11/25 20:42,IP Address,107.132.34.93,100,219,True,3/11/25 20:42,R_68RaDw0go0voQU1,,,,,32.8595,-117.2124,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat comfortable,6-7 days a week,Sometimes,Almost Never,Almost Never,Very Often,Fairly Often,Never,Fairly Often,Fairly Often,Almost Never,Almost Never,Often typical of me,Rarely typical of me,Rarely typical of me,Somewhat typical of me,Often typical of me,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,Not at all typical,,,,,0,0,13.165,0,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,22-25 years old,Man,White or European American,Comfortable income/Middle class,Somewhat Secure,82,9,27,46,22,16,4,4,,0
3/11/25 20:19,3/11/25 20:48,IP Address,66.146.167.163,100,1703,True,3/11/25 20:48,R_5dSCRPOzP0waNJG,,,,,32.7613,-117.2038,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat comfortable,3-5 days a week,Fairly Often,Sometimes,Fairly Often,Very Often,Sometimes,Almost Never,Sometimes,Fairly Often,Fairly Often,Sometimes,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,Often typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,,,,,11.218,311.051,312.487,2,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds completely,Somewhat corresponds,Corresponds completely,Corresponds completely,Somewhat corresponds,Corresponds completely,22-25 years old,Woman,Black or African American,Comfortable income/Middle class,Not very secure,135,19,28,88,22,25,22,19,,0
3/11/25 20:51,3/11/25 20:55,IP Address,172.226.184.63,100,256,True,3/11/25 20:55,R_5RgddgmZue9GuZm,,,,,34.1172,-117.6472,anonymous,EN,≤ 2 hours ago,5-7 hours,Neither comfortable nor uncomfortable,6-7 days a week,Almost Never,Fairly Often,Very Often,Fairly Often,Fairly Often,Very Often,Sometimes,Sometimes,Fairly Often,Sometimes,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,0.718,8.478,9.52,19,,,,,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,22-25 years old,Man,"White or European American,Hispanic/Latino",Comfortable income/Middle class,Somewhat Secure,76,23,28,25,7,4,7,7,,0
3/11/25 20:20,3/11/25 20:58,IP Address,98.42.206.3,100,2277,True,3/11/25 20:58,R_7I3oTeF2uH87iN3,,,,,37.3767,-122.0198,anonymous,EN,3-5 hours ago,8+ hours,Somewhat comfortable,1-2 days a week,Sometimes,Almost Never,Sometimes,Very Often,Fairly Often,Almost Never,Sometimes,Fairly Often,Almost Never,Never,Not at all typical,Rarely typical of me,Rarely typical of me,Rarely typical of me,Rarely typical of me,Not at all typical,Rarely typical of me,Rarely typical of me,Somewhat typical of me,Rarely typical of me,,,,,138.763,329.116,343.568,7,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,26-30 years old,Man,"White or European American,Hispanic/Latino",Low income/Lower class,Not very secure,70,11,25,34,16,7,4,7,i,300
3/11/25 21:08,3/11/25 21:22,IP Address,70.95.20.50,100,842,True,3/11/25 21:22,R_72A1dLHiBDn6Gxz,,,,,32.9164,-117.1393,anonymous,EN,≤ 2 hours ago,8+ hours,Neither comfortable nor uncomfortable,3-5 days a week,Sometimes,Fairly Often,Very Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Never,Almost Never,Sometimes,Not at all typical,Often typical of me,Not at all typical,Very typical of me,Very typical of me,Often typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,,,,,613.891,613.891,617.891,1,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds completely,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,22-25 years old,Woman,East Asian,Comfortable income/Middle class,Somewhat Secure,140,22,48,70,25,10,16,19,,1200
3/11/25 21:38,3/11/25 21:54,IP Address,67.150.89.41,100,939,True,3/11/25 21:54,R_6VDwxCEJh28aeX6,,,,,33.8681,-118.1831,anonymous,EN,≥ 8 hours ago,5-7 hours,Somewhat uncomfortable,1-2 days a week,Sometimes,Fairly Often,Fairly Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Almost Never,Never,Sometimes,Somewhat typical of me,Often typical of me,Not at all typical,Very typical of me,Often typical of me,Somewhat typical of me,Very typical of me,Somewhat typical of me,Often typical of me,Rarely typical of me,0,0,608.326,0,,,,,Corresponds completely,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds completely,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds not at all,22-25 years old,Man,"White or European American,East Asian",Comfortable income/Middle class,Secure,143,20,38,85,28,19,28,10,,850
3/11/25 21:40,3/11/25 21:57,IP Address,45.51.7.105,100,999,True,3/11/25 21:57,R_1YeQKvP6KUBbwIs,,,,,33.7873,-117.9231,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat comfortable,1-2 days a week,Sometimes,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often typical of me,Often typical of me,Rarely typical of me,Somewhat typical of me,Often typical of me,Often typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,Often typical of me,,,,,0,0,611.494,0,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,31-40 years old,Woman,Hispanic/Latino,Low income/Lower class,Somewhat Secure,103,21,33,49,22,16,7,4,,
